x,y,z
0.1268620491027832,0.1268620491027832,0.1268620491027832
0.10902686025582088,0.1114057952282473,0.1108323639514397
0.09419322577048485,0.0983070914200912,0.09726655013917959
0.08168204688271985,0.08720729662024457,0.08576072723026802
0.07104576958550354,0.07769309149848094,0.07592349582248266
0.06194867745813631,0.06946463413922449,0.06747260226671456
0.05416516113281239,0.06235333251953115,0.06016223144531243
0.04744104592196919,0.05618813143197795,0.053800651826054244
0.04164012785880794,0.05080007737682711,0.048252413349766876
0.03666365774054274,0.04608562021602984,0.04341681476546682
0.03237456034838666,0.04197122217193849,0.03920671416491995
0.028678800621811208,0.03837386150749365,0.03552999691087372
0.025495122690669832,0.03519433443663549,0.03232561955686475
0.022754308127572027,0.032391583478009266,0.029527012703350067
0.020409954480888417,0.02991706280668907,0.027089710077963573
0.018436289427191364,0.027732944092809856,0.024971356530407125
0.016758982340494794,0.025812276204427078,0.02314484914143881
0.015332529235584454,0.024126124681289204,0.021551028455151663
0.014163746553308805,0.022658724744780687,0.02016724658613443
0.01320226484210179,0.021384581231869728,0.01897974456915876
0.012407723119703399,0.0202720124842757,0.01796677152989276
0.01175959160987367,0.019290485787898923,0.01711627067403589
0.011243966909555278,0.018455048911591852,0.01639687301766157
0.010824506374899413,0.01774564423786213,0.015804569097035957
0.010490614792396285,0.01714160524565599,0.01531515450313175
0.010257209018195344,0.01663511862486471,0.01492243514948593
0.010114122473675283,0.016206426205842395,0.0146225639011549
0.010055741888987443,0.01584855125460562,0.01440796164966566
0.010106270773368965,0.015551516884251635,0.014250972814727246
0.010272257128476042,0.015304363771682272,0.014155316457874453
0.010534033311151818,0.015100192179722062,0.014131056523956027
0.01088107638888889,0.014955173068576381,0.014158935546874996
0.01131507328578404,0.014852864401681078,0.014217172350202286
0.011821387594590805,0.014780771571959086,0.014319860347183301
0.012362712138407934,0.01473765330271678,0.014452960040118238
0.012916461374964635,0.014713339136736414,0.014607494233420509
0.01348030783913352,0.01470135775479404,0.014778761430220172
0.014064910749322198,0.014690312076376992,0.014947551570526546
0.01462491936639908,0.014681404883708423,0.01513167914994266
0.015146774081041184,0.014693581014184899,0.015349146407870103
0.015650713885271998,0.014726214938693567,0.015573784157081896
0.016149405545966573,0.014807270848473832,0.015799588935319773
0.016634718279972243,0.014921241831556643,0.016025079744998526
0.017099371538475634,0.015068018380465084,0.016263934927926934
0.01752680652546433,0.015237844215249126,0.01652059015238061
0.01790904546800948,0.015394454883738152,0.01676499787100119
0.018200538271949382,0.015545944940476175,0.016998073032924093
0.01837924793006131,0.015695964320424645,0.0171613191303454
0.01849673344538763,0.01582468472994292,0.017282706040602464
0.018616164939990965,0.015909093589598446,0.017357941410967713
0.01874231134803554,0.015962915513122,0.017391093726297064
0.01885800245331556,0.015989126810213423,0.017401792944931417
0.01893383848900885,0.0159956240186504,0.01740242453182444
0.01894825902478451,0.015987903613762323,0.01740606899919182
0.018903373491646024,0.01598682970103651,0.017415868173731443
0.018803762559273976,0.015985441445118168,0.017427510883084585
0.018635482788085914,0.015985717773437495,0.017406005859374987
0.018422955843671478,0.01595961987672737,0.01734195881752512
0.018170520512744634,0.01592824916646939,0.01727549235026041
0.01785866984256028,0.01589748944122779,0.017223222606678308
0.01750619070870538,0.015852091263751596,0.01717158726283482
0.017160816681690685,0.01578862116887017,0.017104554787660233
0.016848927920626585,0.015720642719072142,0.01703423568882891
0.016552307445150606,0.015666269885443666,0.016952198404104613
0.01628383000691732,0.015621264775594074,0.01688798268636067
0.016017574290330492,0.015595281311354705,0.016845143902364197
0.01577357241981907,0.015590306332236839,0.01683028371710527
0.015571957542782735,0.015611759569279094,0.016837629691633604
0.01542176591589095,0.015649754950340756,0.016851465752784244
0.015296487247242647,0.015678936147434826,0.01685149656897561
0.015204316826276874,0.015679472236223124,0.016876466812626015
0.015156101536106414,0.01566178605363175,0.016913336676520268
0.015141694442085588,0.015616955964461611,0.016968602719514267
0.015170821726647868,0.015551124114156411,0.01702138765262123
0.0152261754968664,0.015484820355425807,0.01705840393737122
0.01533769639157458,0.015432031115115685,0.017088663512171958
0.015479363335503456,0.015389082166883674,0.01711858113606769
0.015667025603395612,0.015338833771604417,0.017120617062019915
0.01586759760138694,0.015293678540862004,0.0171103316746401
0.016097505213850633,0.015270168498411011,0.017080188471045196
0.01633314652876421,0.01525575464422053,0.017033576965332028
0.01658246721540179,0.01525721958705357,0.016994716099330367
0.016835004433818246,0.0152868512033046,0.01695251464843749
0.017084463483336344,0.015335347611091047,0.01688830425284502
0.01732395970544149,0.015393634175145346,0.016828315202579946
0.017523157666301168,0.015423958761650225,0.01676726759525767
0.017695617675781216,0.015427982105928297,0.016681626263786744
0.017802040957840222,0.015405598476793628,0.01658603284485946
0.01788647969563802,0.015387126377650672,0.01649257114955356
0.017935929898016453,0.01537455484538734,0.016408132221884354
0.0179286175463573,0.015376171433782004,0.016314586961125747
0.017874237985321968,0.015394546046401506,0.016212417140151522
0.017814822313262185,0.015419564596036583,0.016116444657488554
0.01777162142326494,0.015437681982122309,0.01603080889930021
0.017721764835310586,0.015415238745418607,0.015948166081934806
0.017688348426581898,0.015344939616896352,0.01585587211277173
0.017633533477783205,0.015263462066650383,0.01577930450439454
0.01756037106304052,0.015189116855837279,0.015716936603282248
0.017443886286095743,0.015133338638498825,0.01566131205498418
0.01728315414137144,0.015081029029408848,0.015605756431628204
0.017097864395532836,0.01506384825095151,0.015528947879106554
0.016924753496723795,0.015051269531249996,0.015472904328377016
0.01678754137707995,0.015026042987773953,0.015426932991325085
0.016691120621425633,0.014985028435202196,0.015402800117442796
0.01659262807745682,0.014948192395662006,0.015387183741519336
0.016528502205349745,0.01490268328331953,0.015395107648230539
0.01645345052083333,0.014833068847656252,0.015422566731770828
0.016338271582686664,0.014751664744127516,0.015449370313810832
0.016193080592799836,0.01470658585831926,0.015474886507601352
0.0160073001368516,0.01469919632892219,0.015500646059204927
0.015775811182309498,0.01471887875909675,0.01551860652557791
0.015535657159213354,0.014736938476562492,0.015542181606950421
0.015288247002495661,0.014762242635091155,0.015606668260362425
0.015032254732572116,0.014785019667832171,0.01566277350579108
0.014795760033835835,0.014784692038952486,0.015688829019036094
0.0145566683289007,0.014767261261635634,0.015678243434175523
0.014350782121930786,0.014756665910993283,0.015626961844308025
0.014213507123988296,0.01474712563933227,0.015542668404339018
0.014143017755038508,0.01473987966343977,0.015462350154268572
0.014147459155451651,0.014757587961906942,0.015393667847570718
0.014205371632295497,0.014780829934512862,0.015319151036879594
0.014267080801504628,0.014809615523726841,0.015280716507523148
0.01432413129664179,0.014832340069671173,0.015253095484491592
0.014395348111489667,0.014875598419877813,0.015242153540589755
0.014518506599195081,0.01494760224313448,0.015255205559008056
0.01469782472566794,0.015039109091722326,0.015261934003757156
0.014911827674278831,0.015137540377103357,0.015278625488281242
0.015162978061409892,0.01520591558412065,0.015283274096111934
0.01542520523071289,0.01526343822479248,0.015259861946105957
0.015676303172674686,0.015311293714628433,0.015198474793922214
0.0158990526956225,0.015320671929253451,0.015106322273375473
0.016077270507812505,0.015294921875000008,0.014979980468750013
0.016232890467489925,0.01522753315587198,0.014847540086315534
0.01640754017403455,0.015118234525851119,0.014729941763528976
0.016562915239177748,0.014984255931416487,0.014637055944223864
0.016725650503615717,0.01483318234278151,0.014574665668582128
0.016847356160481768,0.014657465616861974,0.014559936523437495
0.016933665556066155,0.01447559004070378,0.014584966066504711
0.01694204039492849,0.014280545509467689,0.01462929935778601
0.016942994207398483,0.014102251101762815,0.014697865543202454
0.016968036520070052,0.013971789129849142,0.014769323940934822
0.017007578974184798,0.013895051375679344,0.01483313519021739
0.01705330296566611,0.013872916238349778,0.0148486756441886
0.017163301991150442,0.013878746370298678,0.014887446850801988
0.017306872776576443,0.01391819545200893,0.014977318899972107
0.017441345764710018,0.013984473975929057,0.015082969321860928
0.017550381747159095,0.01407762007279829,0.01517972079190341
0.017657638689793573,0.014195293461510886,0.015269708195957578
0.017692707203052657,0.014317830403645834,0.015354156494140623
0.017690070321626734,0.014452497535776857,0.01543576249452393
0.01767701922722583,0.014585962835347884,0.015490693866081973
0.01762608119419642,0.014750162760416656,0.01551048642113094
0.017494201660156247,0.014971659733698918,0.015513933621920065
0.017320651452518213,0.01519508732175365,0.015497003944174763
0.017125297995174617,0.015433068368949128,0.015445484834558808
0.0169352918568224,0.015682560382503104,0.015377233524133666
0.01672393798828124,0.01592727661132811,0.015292510986328119
0.01649459684738005,0.01617292924360796,0.015171243686868688
0.016252945880500632,0.01641051623286033,0.015043453294403696
0.016016851995409143,0.01662924855025771,0.014924354159954887
0.015813827514648434,0.016830603281656906,0.014814058939615894
0.015611829255756578,0.017058041221217096,0.014715094315378298
0.015395631181432837,0.017293077834109025,0.014642106725814499
0.015110631142893138,0.017491986674647172,0.014586253832745278
0.014786098314368203,0.017671668011209243,0.014535821002462637
0.014485285832331727,0.017834841550051488,0.014502724448403151
0.01418236626519097,0.0179958767361111,0.014404805501302066
0.013904700118504209,0.01816224516107795,0.014266453432233147
0.013595407659357244,0.01833378184925427,0.01414177634499291
0.013281285077676012,0.01847032568920618,0.014019845545977011
0.012980616369912792,0.018611464389534885,0.01391211221384449
0.012728522805606624,0.018735279756433815,0.013820334041819848
0.012490953717912945,0.018872942243303565,0.013762337820870529
